County Name,"One-Unit
Limit","Two-Unit
Limit","Three-Unit
Limit","Four-Unit
Limit"
ST. BERNARD PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. CHARLES PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. HELENA PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. JAMES PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. JOHN THE BAPTIST PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. LANDRY PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. MARTIN PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. MARY PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. TAMMANY PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TANGIPAHOA PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TENSAS PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TERREBONNE PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
UNION PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
VERMILION PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
VERNON PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WASHINGTON PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WEBSTER PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WEST BATON ROUGE PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WEST CARROLL PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WEST FELICIANA PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WINN PARISH,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ANDROSCOGGIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
AROOSTOOK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CUMBERLAND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FRANKLIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HANCOCK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KENNEBEC COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KNOX COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LINCOLN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OXFORD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PENOBSCOT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PISCATAQUIS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SAGADAHOC COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SOMERSET COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WALDO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WASHINGTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
YORK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ALLEGANY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ANNE ARUNDEL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BALTIMORE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CALVERT COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
CAROLINE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CARROLL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CECIL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHARLES COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
DORCHESTER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FREDERICK COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
GARRETT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HARFORD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HOWARD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KENT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MONTGOMERY COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
PRINCE GEORGE'S COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
QUEEN ANNE'S COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. MARY'S COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SOMERSET COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TALBOT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WASHINGTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WICOMICO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WORCESTER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BALTIMORE CITY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BARNSTABLE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BERKSHIRE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BRISTOL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DUKES COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
ESSEX COUNTY,"$770,500 ","$986,400 ","$1,192,300 ","$1,481,750 "
FRANKLIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HAMPDEN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HAMPSHIRE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MIDDLESEX COUNTY,"$770,500 ","$986,400 ","$1,192,300 ","$1,481,750 "
NANTUCKET COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
NORFOLK COUNTY,"$770,500 ","$986,400 ","$1,192,300 ","$1,481,750 "
PLYMOUTH COUNTY,"$770,500 ","$986,400 ","$1,192,300 ","$1,481,750 "
SUFFOLK COUNTY,"$770,500 ","$986,400 ","$1,192,300 ","$1,481,750 "
WORCESTER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ALCONA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ALGER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ALLEGAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ALPENA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ANTRIM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ARENAC COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BARAGA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BARRY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BAY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BENZIE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BERRIEN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BRANCH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CALHOUN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CASS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHARLEVOIX COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHEBOYGAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHIPPEWA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLARE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLINTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CRAWFORD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DELTA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DICKINSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
EATON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
EMMET COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GENESEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GLADWIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GOGEBIC COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GRAND TRAVERSE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GRATIOT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HILLSDALE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HOUGHTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HURON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
INGHAM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
IONIA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
IOSCO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
IRON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ISABELLA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JACKSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KALAMAZOO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KALKASKA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KENT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KEWEENAW COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAKE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAPEER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LEELANAU COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LENAWEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LIVINGSTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LUCE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MACKINAC COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MACOMB COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MANISTEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MARQUETTE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MASON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MECOSTA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MENOMINEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MIDLAND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MISSAUKEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MONROE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MONTCALM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MONTMORENCY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MUSKEGON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NEWAYGO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OAKLAND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OCEANA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OGEMAW COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ONTONAGON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OSCEOLA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OSCODA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OTSEGO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OTTAWA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PRESQUE ISLE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ROSCOMMON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SAGINAW COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. CLAIR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. JOSEPH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SANILAC COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SCHOOLCRAFT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SHIAWASSEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TUSCOLA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
VAN BUREN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WASHTENAW COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WAYNE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WEXFORD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
AITKIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ANOKA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BECKER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BELTRAMI COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BENTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BIG STONE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BLUE EARTH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BROWN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CARLTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CARVER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CASS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHIPPEWA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHISAGO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLAY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLEARWATER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COOK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COTTONWOOD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CROW WING COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DAKOTA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DODGE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DOUGLAS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FARIBAULT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FILLMORE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FREEBORN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GOODHUE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GRANT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HENNEPIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HOUSTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HUBBARD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ISANTI COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ITASCA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JACKSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KANABEC COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KANDIYOHI COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KITTSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KOOCHICHING COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAC QUI PARLE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAKE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAKE OF THE WOODS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LE SUEUR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LINCOLN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LYON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MCLEOD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MAHNOMEN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MARSHALL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MARTIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MEEKER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MILLE LACS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MORRISON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MOWER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MURRAY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NICOLLET COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NOBLES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NORMAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OLMSTED COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OTTER TAIL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PENNINGTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PINE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PIPESTONE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
POLK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
POPE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RAMSEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RED LAKE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
REDWOOD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RENVILLE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RICE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ROCK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ROSEAU COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. LOUIS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SCOTT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SHERBURNE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SIBLEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
STEARNS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
STEELE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
STEVENS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SWIFT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TODD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TRAVERSE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WABASHA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WADENA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WASECA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WASHINGTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WATONWAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WILKIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WINONA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WRIGHT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
YELLOW MEDICINE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ADAMS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ALCORN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
AMITE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ATTALA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BENTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BOLIVAR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CALHOUN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CARROLL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHICKASAW COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHOCTAW COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLAIBORNE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLARKE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLAY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COAHOMA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COPIAH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COVINGTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DESOTO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FORREST COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FRANKLIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GEORGE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GREENE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GRENADA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HANCOCK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HARRISON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HINDS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HOLMES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HUMPHREYS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ISSAQUENA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ITAWAMBA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JACKSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JASPER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JEFFERSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JEFFERSON DAVIS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JONES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KEMPER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAFAYETTE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAMAR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAUDERDALE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAWRENCE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LEAKE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LEFLORE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LINCOLN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LOWNDES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MADISON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MARION COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MARSHALL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MONROE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MONTGOMERY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NESHOBA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NEWTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NOXUBEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OKTIBBEHA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PANOLA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PEARL RIVER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PERRY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PIKE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PONTOTOC COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PRENTISS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
QUITMAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RANKIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SCOTT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SHARKEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SIMPSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
